,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Alvin Kamara,NOR,16,71,2,45,2.8,26,1.6,2,8.0
1,Jameis Winston,NOR,6,26,3,15,2.5,11,1.8,0,
2,Kenny Stills,NOR,1,1,0,1,1.0,0,0.0,0,
4,Antonio Gibson,WAS,20,60,6,32,1.6,28,1.4,1,20.0
5,Taylor Heinicke,WAS,5,40,2,39,7.8,1,0.2,0,
6,Jaret Patterson,WAS,4,13,2,6,1.5,7,1.8,1,4.0
7,J.D. McKissic,WAS,2,-1,,-2,-1.0,1,0.5,0,
8,DeAndre Carter,WAS,1,11,1,8,8.0,3,3.0,0,
9,Curtis Samuel,WAS,1,8,,7,7.0,1,1.0,0,
