,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Cairo Santos,CHI,2,2,2,2,0,0,,0
1,Pat O'Donnell,CHI,,,,,5,234,46.8,53
4,AJ Cole III,LVR,,,,,4,224,56.0,70
5,Daniel Carlson,LVR,,,1,1,0,0,,0
