,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Jalen Hurts,PHI,22,37,198,8,20.5,291,7.9,103,4.7,2.8,95,4.3,5,14.7%,4,11.8%,2,7,2,2,6,15.0%,1,4.0
2,Sam Darnold,CAR,21,37,177,9,22.5,291,7.9,107,5.1,2.9,70,3.3,3,8.8%,5,14.7%,3,7,5,5,13,31.0%,2,5.0
