,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Tutu Atwell,LAR,3,61,20.3,0,25,1,11,11.0,0,11
1,Cooper Kupp,LAR,1,12,12.0,0,12,0,0,,0,0
4,Freddie Swain,SEA,0,0,,0,0,1,13,13.0,0,13
5,DeeJay Dallas,SEA,2,46,23.0,0,24,0,0,,0,0
