,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Mason Crosby,GNB,1,2,4,7,0,0,,0
1,Corey Bojorquez,GNB,,,,,2,67,33.5,36
4,Evan McPherson,CIN,2,2,,2,0,0,,0
5,Kevin Huber,CIN,,,,,5,194,38.8,46
