,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Jamaal Williams,DET,13,57,4,38,2.9,19,1.5,0,
1,D'Andre Swift,DET,11,51,3,37,3.4,14,1.3,0,
3,Alexander Mattison,MIN,25,113,4,42,1.7,71,2.8,3,8.3
4,Ameer Abdullah,MIN,1,2,,2,2.0,0,0.0,0,
5,Kirk Cousins,MIN,1,4,1,4,4.0,0,0.0,0,
6,C.J. Ham,MIN,1,1,0,1,1.0,0,0.0,0,
