,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Teddy Bridgewater,DEN,24,38,288,14,35.0,336,8.8,225,9.4,5.9,63,2.6,2,5.7%,4,11.4%,2,11,5,2,9,22.0%,1,11.0
2,Ben Roethlisberger,PIT,15,25,253,12,46.2,193,7.7,103,6.9,4.1,150,10.0,2,8.0%,5,20.0%,1,9,2,1,4,15.4%,0,
