,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Cody Parkey,NOR,3,5,,,0,0,,0
1,Blake Gillikin,NOR,,,,,5,268,53.6,60
4,Dustin Hopkins,WAS,1,1,3,3,0,0,,0
5,Tress Way,WAS,,,,,3,154,51.3,56
