,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Chase McLaughlin,CLE,4,4,2,2,0,0,,0
1,Jamie Gillan,CLE,,,,,3,134,44.7,53
4,Tristan Vizcaino,LAC,3,5,,,0,0,,0
5,Ty Long,LAC,,,,,3,159,53.0,63
