,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Jameis Winston,NOR,15,30,279,12,37.5,365,12.2,153,10.2,5.1,126,8.4,2,7.1%,8,28.6%,2,19,4,4,10,29.4%,2,11.0
2,Taylor Heinicke,WAS,20,41,248,11,25.6,398,9.7,140,7.0,3.4,108,5.4,1,2.4%,9,22.0%,2,6,4,5,11,22.9%,5,8.0
