,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Randy Bullock,TEN,4,5,1,1,0,0,,0
1,Johnny Townsend,TEN,,,,,4,170,42.5,45
4,Matthew Wright,JAX,1,2,,1,0,0,,0
5,Logan Cooke,JAX,,,,,2,80,40.0,42
