,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,David Njoku,CLE,7,7,149,1,4,42,6.0,107,15.3,6.0,1,7.0,0,0.0,0,158.3
1,Kareem Hunt,CLE,6,5,28,0,2,-4,-0.8,32,6.4,-0.5,0,,1,16.7,0,86.1
2,Donovan Peoples-Jones,CLE,6,5,70,0,3,31,6.2,39,7.8,13.7,1,5.0,0,0.0,0,115.3
3,Rashard Higgins,CLE,5,3,29,1,2,25,8.3,4,1.3,17.4,0,,0,0.0,0,115.8
4,Odell Beckham Jr.,CLE,3,2,20,0,1,18,9.0,2,1.0,6.7,0,,1,33.3,0,85.4
5,Nick Chubb,CLE,1,1,9,0,0,-2,-2.0,11,11.0,-2.0,0,,0,0.0,0,104.2
6,Anthony Schwartz,CLE,1,0,0,0,,0,,0,,37.0,0,,0,0.0,0,39.6
8,Mike Williams,LAC,16,8,165,2,5,105,13.1,60,7.5,14.4,0,,0,0.0,0,126.3
9,Keenan Allen,LAC,9,6,75,0,3,55,9.2,20,3.3,8.6,0,,1,11.1,0,92.4
10,Austin Ekeler,LAC,5,5,53,1,2,-17,-3.4,70,14.0,-3.4,1,5.0,0,0.0,0,150.4
11,Jalen Guyton,LAC,3,2,35,0,2,21,10.5,14,7.0,8.3,0,,0,0.0,0,106.2
12,Josh Palmer,LAC,3,2,12,0,,12,6.0,0,0.0,8.0,0,,0,0.0,0,74.3
13,Donald Parham,LAC,2,2,29,1,1,5,2.5,24,12.0,2.5,0,,0,0.0,0,158.3
14,Jared Cook,LAC,3,1,29,0,1,2,2.0,27,27.0,10.7,0,,0,0.0,0,70.1
15,Stephen Anderson,LAC,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
