,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Mike Glennon,NYG,16,25,196,11,44.0,206,8.2,99,6.2,4.0,97,6.1,1,4.5%,3,13.6%,0,9,3,4,7,28.0%,0,
1,Daniel Jones,NYG,5,13,98,4,30.8,192,14.8,62,12.4,4.8,36,7.2,0,0.0%,7,53.8%,0,4,2,3,5,35.7%,1,6.0
2,Kadarius Toney,NYG,0,1,0,0,0.0,-4,-4.0,0,,0.0,0,,1,100.0%,0,0.0%,0,0,0,0,0,0.0%,0,
4,Dak Prescott,DAL,22,32,302,12,35.3,267,8.3,196,8.9,6.1,106,4.8,1,3.3%,4,13.3%,2,14,2,2,6,17.1%,1,6.0
5,Cedrick Wilson Jr.,DAL,1,1,22,1,100.0,20,20.0,20,20.0,20.0,2,2.0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,
