,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Zach Wilson,NYJ,19,32,192,0,1,2,26,27,63.5,1,3,0,3,0,0,0,0,0,0,0
1,Michael Carter,NYJ,0,0,0,0,0,0,0,0,,10,38,1,9,3,3,20,0,14,0,0
2,Ty Johnson,NYJ,0,0,0,0,0,0,0,0,,4,12,1,6,3,2,22,0,11,0,0
3,Tevin Coleman,NYJ,0,0,0,0,0,0,0,0,,3,11,0,5,1,0,0,0,0,0,0
4,Corey Davis,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,45,0,20,0,0
5,Keelan Cole,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,38,0,23,0,0
6,Denzel Mims,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,33,0,27,0,0
7,Jamison Crowder,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,24,0,13,0,0
8,Braxton Berrios,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0
9,Ryan Griffin,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,0,4,1,0
10,Elijah Moore,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
13,Matt Ryan,ATL,33,45,342,2,0,0,0,39,109.7,1,-1,0,-1,0,0,0,0,0,0,0
14,Cordarrelle Patterson,ATL,0,1,0,0,0,0,0,0,39.6,14,54,0,12,9,7,60,0,16,0,0
15,Mike Davis,ATL,0,0,0,0,0,0,0,0,,13,53,1,17,5,2,8,0,10,1,1
16,Wayne Gallman,ATL,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0
17,Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,10,9,119,1,39,0,0
18,Tajae Sharpe,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,53,0,17,0,0
19,Hayden Hurst,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,40,1,17,2,1
20,Lee Smith,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,30,0,22,0,0
21,Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,20,0,15,0,0
22,Christian Blake,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,12,0,6,0,0
