,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Jalen Ramsey,LAR,0,10,6,60.0%,75,12.5,7.5,1,116.7,11.4,47,28,0,0,0,0.0,0,4,1,20.0%
1,Robert Rochell,LAR,0,4,3,75.0%,36,12.0,9.0,1,141.7,12.5,36,0,0,0,0,0.0,0,2,0,0.0%
2,Nick Scott,LAR,1,4,3,75.0%,32,10.7,8.0,0,58.3,3.5,-5,37,0,0,0,0.0,0,5,0,0.0%
3,Kenny Young,LAR,0,3,2,66.7%,50,25.0,16.7,0,109.7,14.0,31,19,0,1,0,0.0,1,4,0,0.0%
4,Darious Williams,LAR,0,4,2,50.0%,17,8.5,4.3,0,61.5,17.3,17,0,0,0,0,0.0,0,4,0,0.0%
5,Troy Reeder,LAR,1,2,2,100.0%,30,15.0,15.0,0,79.2,4.0,8,22,1,0,0,0.0,0,3,2,40.0%
6,Jordan Fuller,LAR,0,3,2,66.7%,18,9.0,6.0,0,82.6,5.0,13,5,0,0,0,0.0,0,6,0,0.0%
7,Taylor Rapp,LAR,0,1,1,100.0%,25,25.0,25.0,0,118.7,24.0,24,1,1,0,0,0.0,0,1,1,50.0%
8,Aaron Donald,LAR,0,0,0,,,,,,,,,,0,1,2,1.0,4,7,0,0.0%
9,Leonard Floyd,LAR,0,0,0,,,,,,,,,,2,2,0,0.0,2,5,0,0.0%
10,Greg Gaines,LAR,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
11,Terrell Lewis,LAR,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,1,0,1.0,2,3,1,25.0%
12,Sebastian Joseph-Day,LAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,8,0,0.0%
13,Michael Hoecht,LAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
15,Bobby Wagner,SEA,0,5,4,80.0%,42,10.5,8.4,0,101.7,7.6,18,24,2,0,0,0.0,0,4,2,33.3%
16,D.J. Reed,SEA,0,8,4,50.0%,53,13.3,6.6,0,71.4,16.1,47,6,0,0,0,0.0,0,6,0,0.0%
17,Sidney Jones,SEA,0,6,4,66.7%,36,9.0,6.0,0,82.6,6.0,20,16,0,0,0,0.0,0,6,0,0.0%
18,Jamal Adams,SEA,0,4,4,100.0%,110,27.5,27.5,1,158.3,18.0,72,38,0,0,0,0.0,0,5,0,0.0%
19,Jordyn Brooks,SEA,0,4,4,100.0%,88,22.0,22.0,0,118.7,14.3,57,31,6,0,0,0.0,0,11,0,0.0%
20,Ugo Amadi,SEA,0,4,3,75.0%,18,6.0,4.5,0,83.3,10.5,18,0,0,0,0,0.0,0,2,0,0.0%
21,Darrell Taylor,SEA,0,1,1,100.0%,1,1.0,1.0,0,79.2,-1.0,-1,2,0,0,1,1.0,2,1,1,50.0%
22,Quandre Diggs,SEA,1,2,1,50.0%,17,17.0,8.5,0,39.6,12.5,17,0,0,0,0,0.0,0,5,1,16.7%
23,Poona Ford,SEA,0,0,0,,,,,,,,,,0,2,0,0.0,2,2,0,0.0%
24,L.J. Collier,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
25,Kerry Hyder,SEA,0,0,0,,,,,,,,,,2,0,0,0.0,0,2,0,0.0%
26,Marquise Blair,SEA,0,2,0,0.0%,,,0.0,,39.6,27.0,,,0,0,0,0.0,0,2,0,0.0%
