,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Gay,LAR,2,3,2,2,0,0,,0
1,Johnny Hekker,LAR,,,,,5,232,46.4,54
4,Jason Myers,SEA,2,2,1,2,0,0,,0
5,Michael Dickson,SEA,,,,,4,202,50.5,68
