,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Alvin Kamara,NOR,0,0,,0,0,3,29,9.7,0,14
1,Deonte Harris,NOR,1,27,27.0,0,27,0,0,,0,0
4,DeAndre Carter,WAS,2,48,24.0,0,26,1,10,10.0,0,10
