,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Nick Folk,NWE,1,2,4,4,0,0,,0
1,Jake Bailey,NWE,,,,,1,58,58.0,58
4,Ka'imi Fairbairn,HOU,1,3,1,2,0,0,,0
5,Cameron Johnston,HOU,,,,,3,99,33.0,54
