,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Michael Carter,NYJ,10,38,2,16,1.6,22,2.2,0,
1,Ty Johnson,NYJ,4,12,3,7,1.8,5,1.3,0,
2,Tevin Coleman,NYJ,3,11,1,6,2.0,5,1.7,0,
3,Zach Wilson,NYJ,1,3,0,3,3.0,0,0.0,0,
5,Cordarrelle Patterson,ATL,14,54,1,15,1.1,39,2.8,1,14.0
6,Mike Davis,ATL,13,53,4,32,2.5,21,1.6,1,13.0
7,Wayne Gallman,ATL,1,2,,0,0.0,2,2.0,0,
8,Matt Ryan,ATL,1,-1,0,-1,-1.0,0,0.0,0,
