,Player,Position,Tm,OffNum,Off%,DefNum,Def%,STNum,ST%
0,Tristan Wirfs,T,TAM,74,100%,0,0%,8,29%
1,Alex Cappa,G,TAM,74,100%,0,0%,8,29%
2,Donovan Smith,T,TAM,62,84%,0,0%,8,29%
3,Ali Marpet,G,TAM,62,84%,0,0%,8,29%
4,Tom Brady,QB,TAM,62,84%,0,0%,0,0%
5,Ryan Jensen,C,TAM,62,84%,0,0%,0,0%
6,Mike Evans,WR,TAM,58,78%,0,0%,0,0%
7,Chris Godwin,WR,TAM,51,69%,0,0%,0,0%
8,Leonard Fournette,RB,TAM,46,62%,0,0%,0,0%
9,O.J. Howard,TE,TAM,44,59%,0,0%,0,0%
10,Antonio Brown,WR,TAM,42,57%,0,0%,0,0%
11,Tyler Johnson,WR,TAM,38,51%,0,0%,7,25%
12,Cameron Brate,TE,TAM,28,38%,0,0%,0,0%
13,Josh Wells,T,TAM,23,31%,0,0%,8,29%
14,Giovani Bernard,RB,TAM,17,23%,0,0%,4,14%
15,Jaydon Mickens,WR,TAM,13,18%,0,0%,16,57%
16,Codey McElroy,TE,TAM,12,16%,0,0%,7,25%
17,Blaine Gabbert,QB,TAM,12,16%,0,0%,1,4%
18,Aaron Stinnie,G,TAM,12,16%,0,0%,0,0%
19,Robert Hainsey,T,TAM,12,16%,0,0%,0,0%
20,Ronald Jones II,RB,TAM,10,14%,0,0%,0,0%
21,Devin White,LB,TAM,0,0%,54,100%,4,14%
22,Jamel Dean,CB,TAM,0,0%,54,100%,0,0%
23,Mike Edwards,FS,TAM,0,0%,53,98%,3,11%
24,Richard Sherman,CB,TAM,0,0%,53,98%,0,0%
25,Jordan Whitehead,SS,TAM,0,0%,49,91%,1,4%
26,Ross Cockrell,CB,TAM,0,0%,46,85%,5,18%
27,Shaquil Barrett,LB,TAM,0,0%,43,80%,1,4%
28,Jason Pierre-Paul,DE,TAM,0,0%,41,76%,0,0%
29,Ndamukong Suh,DE,TAM,0,0%,34,63%,0,0%
30,Vita Vea,NT,TAM,0,0%,30,56%,12,43%
31,Lavonte David,LB,TAM,0,0%,28,52%,1,4%
32,Kevin Minter,LB,TAM,0,0%,26,48%,12,43%
33,William Gholston,DE,TAM,0,0%,20,37%,3,11%
34,Rakeem Nunez-Roches,DT,TAM,0,0%,19,35%,12,43%
35,Joe Tryon-Shoyinka,LB,TAM,0,0%,17,31%,1,4%
36,Steve McLendon,NT,TAM,0,0%,15,28%,0,0%
37,Anthony Nelson,LB,TAM,0,0%,11,20%,25,89%
38,Andrew Adams,SS,TAM,0,0%,1,2%,19,68%
39,Dee Delaney,CB,TAM,0,0%,0,0%,20,71%
40,Cam Gill,LB,TAM,0,0%,0,0%,18,64%
41,Bradley Pinion,P,TAM,0,0%,0,0%,17,61%
42,Rashard Robinson,CB,TAM,0,0%,0,0%,16,57%
43,Grant Stuard,LB,TAM,0,0%,0,0%,16,57%
44,K.J. Britt,LB,TAM,0,0%,0,0%,16,57%
45,Pierre Desir,CB,TAM,0,0%,0,0%,15,54%
46,Carson Tinker,LS,TAM,0,0%,0,0%,9,32%
47,Ryan Succop,K,TAM,0,0%,0,0%,7,25%
0,Robert Hunt,G,MIA,54,100%,0,0%,3,11%
1,Austin Jackson,T,MIA,54,100%,0,0%,3,11%
2,Greg Mancz,C,MIA,54,100%,0,0%,3,11%
3,Jesse Davis,T,MIA,54,100%,0,0%,3,11%
4,Jacoby Brissett,QB,MIA,54,100%,0,0%,0,0%
5,Liam Eichenberg,T,MIA,54,100%,0,0%,0,0%
6,Jaylen Waddle,WR,MIA,43,80%,0,0%,9,32%
7,Mike Gesicki,TE,MIA,42,78%,0,0%,0,0%
8,Preston Williams,WR,MIA,40,74%,0,0%,0,0%
9,Myles Gaskin,RB,MIA,37,69%,0,0%,0,0%
10,Durham Smythe,TE,MIA,36,67%,0,0%,15,54%
11,Adam Shaheen,TE,MIA,21,39%,0,0%,5,18%
12,Mack Hollins,WR,MIA,14,26%,0,0%,16,57%
13,Albert Wilson,WR,MIA,12,22%,0,0%,0,0%
14,Salvon Ahmed,RB,MIA,11,20%,0,0%,0,0%
15,Cethan Carter,TE,MIA,5,9%,0,0%,16,57%
16,Malcolm Brown,RB,MIA,5,9%,0,0%,3,11%
17,Isaiah Ford,WR,MIA,3,6%,0,0%,0,0%
18,Christian Wilkins,DT,MIA,1,2%,46,62%,12,43%
19,Jevon Holland,FS,MIA,0,0%,72,97%,5,18%
20,Jerome Baker,LB,MIA,0,0%,66,89%,0,0%
21,Byron Jones,CB,MIA,0,0%,62,84%,0,0%
22,Xavien Howard,CB,MIA,0,0%,62,84%,0,0%
23,Jaelan Phillips,LB,MIA,0,0%,57,77%,1,4%
24,Nik Needham,CB,MIA,0,0%,56,76%,9,32%
25,Brandon Jones,SS,MIA,0,0%,55,74%,21,75%
26,Elandon Roberts,LB,MIA,0,0%,44,59%,8,29%
27,Raekwon Davis,NT,MIA,0,0%,39,53%,8,29%
28,Adam Butler,DE,MIA,0,0%,38,51%,1,4%
29,Emmanuel Ogbah,DE,MIA,0,0%,37,50%,8,29%
30,Andrew Van Ginkel,LB,MIA,0,0%,34,46%,17,61%
31,Zach Sieler,DT,MIA,0,0%,32,43%,12,43%
32,Jason McCourty,FS,MIA,0,0%,27,36%,0,0%
33,Eric Rowe,SS,MIA,0,0%,22,30%,0,0%
34,Samuel Eguavoen,LB,MIA,0,0%,17,23%,16,57%
35,Jabaal Sheard,DE,MIA,0,0%,13,18%,0,0%
36,Justin Coleman,CB,MIA,0,0%,12,16%,9,32%
37,Brennan Scarlett,LB,MIA,0,0%,10,13%,24,86%
38,Duke Riley,LB,MIA,0,0%,8,11%,16,57%
39,Clayton Fejedelem,SS,MIA,0,0%,6,8%,25,89%
40,Elijah Campbell,CB,MIA,0,0%,0,0%,16,57%
41,Michael Palardy,P,MIA,0,0%,0,0%,7,25%
42,Jason Sanders,K,MIA,0,0%,0,0%,7,25%
43,Blake Ferguson,LS,MIA,0,0%,0,0%,7,25%
44,Solomon Kindley,G,MIA,0,0%,0,0%,3,11%
