,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Brandon Aiyuk,SFO,0,0,,0,0,2,6,3.0,0,5
3,Rondale Moore,ARI,0,0,,0,0,1,12,12.0,0,12
