,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jack Fox,DET,,,,,4,204,51.0,67
1,Austin Seibert,DET,,,3,3,0,0,,0
4,Greg Joseph,MIN,1,1,4,5,0,0,,0
5,Jordan Berry,MIN,,,,,3,150,50.0,54
