,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Nyheim Hines,IND,0,0,,0,0,3,30,10.0,0,13
1,Ashton Dulin,IND,2,46,23.0,0,26,0,0,,0,0
4,Devin Duvernay,BAL,5,111,22.2,0,27,1,0,0.0,0,0
