,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Rodrigo Blankenship,IND,1,2,2,4,0,0,,0
1,Rigoberto Sanchez,IND,,,,,2,90,45.0,52
4,Sam Koch,BAL,,,,,4,198,49.5,53
5,Justin Tucker,BAL,,,1,1,0,0,,0
