,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Baker Mayfield,CLE,23,32,305,2,0,1,4,71,122.5,2,8,0,7,0,0,0,0,0,1,0
1,Nick Chubb,CLE,0,0,0,0,0,0,0,0,,21,161,1,52,1,1,9,0,9,0,0
2,Kareem Hunt,CLE,0,0,0,0,0,0,0,0,,12,61,2,12,6,5,28,0,13,0,0
3,David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,7,7,149,1,71,0,0
4,Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,70,0,42,0,0
5,Rashard Higgins,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,29,1,16,0,0
6,Odell Beckham Jr.,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,20,0,13,0,0
7,Anthony Schwartz,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
10,Justin Herbert,LAC,26,43,398,4,0,2,17,72,122.0,4,29,1,11,0,0,0,0,0,0,0
11,Austin Ekeler,LAC,0,0,0,0,0,0,0,0,,17,66,2,9,5,5,53,1,19,2,1
12,Joshua Kelley,LAC,0,0,0,0,0,0,0,0,,2,17,0,14,0,0,0,0,0,0,0
13,Mike Williams,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,16,8,165,2,72,0,0
14,Keenan Allen,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,75,0,37,0,0
15,Jalen Guyton,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,35,0,21,0,0
16,Donald Parham,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,29,1,22,0,0
17,Jared Cook,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,29,0,29,0,0
18,Josh Palmer,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,12,0,7,0,0
19,Stephen Anderson,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
