,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Nick Chubb,CLE,21,161,6,50,2.4,111,5.3,4,5.3
1,Kareem Hunt,CLE,12,61,4,15,1.3,46,3.8,1,12.0
2,Baker Mayfield,CLE,2,8,0,1,0.5,7,3.5,0,
4,Austin Ekeler,LAC,17,66,5,34,2.0,32,1.9,1,17.0
5,Justin Herbert,LAC,4,29,3,18,4.5,11,2.8,0,
6,Joshua Kelley,LAC,2,17,1,13,6.5,4,2.0,0,
