,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jakeem Grant,CHI,3,69,23.0,0,32,2,38,19.0,0,21
3,Hunter Renfrow,LVR,0,0,,0,0,1,9,9.0,0,9
4,Kenyan Drake,LVR,2,35,17.5,0,20,0,0,,0,0
