,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Joey Slye,SFO,1,1,1,1,0,0,,0
1,Mitch Wishnowsky,SFO,,,,,2,97,48.5,58
4,Matt Prater,ARI,2,2,1,2,0,0,,0
5,Andy Lee,ARI,,,,,4,205,51.3,56
