,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Amani Oruwariye,DET,0,6,5,83.3%,96,19.2,16.0,0,118.7,12.2,67,29,0,0,0,0.0,0,9,0,0.0%
1,AJ Parker,DET,0,4,4,100.0%,28,7.0,7.0,0,95.8,5.3,21,7,1,0,0,0.0,0,7,1,12.5%
2,Tracy Walker,DET,0,4,3,75.0%,43,14.3,10.8,0,109.4,11.0,42,1,1,0,0,0.0,0,9,0,0.0%
3,Jalen Reeves-Maybin,DET,0,4,3,75.0%,25,8.3,6.3,1,130.2,3.0,9,16,2,0,0,0.0,0,5,1,16.7%
4,Jerry Jacobs,DET,0,4,3,75.0%,27,9.0,6.8,0,92.7,8.5,21,6,0,0,0,0.0,0,3,1,25.0%
5,Charles Harris,DET,0,2,2,100.0%,23,11.5,11.5,0,114.6,5.5,11,12,3,4,0,1.0,5,3,0,0.0%
6,Derrick Barnes,DET,0,2,2,100.0%,9,4.5,4.5,0,85.4,3.0,6,3,0,0,0,0.0,0,6,1,14.3%
7,Will Harris,DET,0,3,2,66.7%,22,11.0,7.3,0,88.2,14.0,22,0,2,0,0,0.0,0,5,0,0.0%
8,Alex Anzalone,DET,1,2,1,50.0%,2,2.0,1.0,0,16.7,2.5,-2,4,3,0,0,0.0,0,4,1,20.0%
9,Trey Flowers,DET,0,0,0,,,,,,,,,,1,3,0,1.0,4,5,0,0.0%
10,Julian Okwara,DET,0,0,0,,,,,,,,,,0,2,0,0.0,2,1,0,0.0%
11,Alim McNeill,DET,0,0,0,,,,,,,,,,0,2,0,0.0,2,1,1,50.0%
12,Dean Marlowe,DET,0,0,0,,,,,,,,,,1,1,0,0.0,1,2,0,0.0%
13,Nick Williams,DET,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%
14,Austin Bryant,DET,0,0,0,,,,,,,,,,1,1,0,0.0,1,0,0,
15,Michael Brockers,DET,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
16,John Penisini,DET,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
18,Patrick Peterson,MIN,0,10,6,60.0%,52,8.7,5.2,0,73.7,2.5,12,40,0,0,0,0.0,0,3,1,25.0%
19,Anthony Barr,MIN,0,7,6,85.7%,60,10.0,8.6,0,102.4,3.1,12,48,3,0,0,0.0,0,4,0,0.0%
20,Mackensie Alexander,MIN,0,3,2,66.7%,12,6.0,4.0,0,74.3,7.3,2,10,2,0,0,0.0,0,4,0,0.0%
21,Harrison Smith,MIN,0,2,2,100.0%,25,12.5,12.5,0,118.7,8.0,16,9,0,0,0,0.0,0,9,0,0.0%
22,Bashaud Breeland,MIN,0,6,2,33.3%,17,8.5,2.8,0,42.4,12.3,8,9,0,0,0,0.0,0,5,1,16.7%
23,Nick Vigil,MIN,0,1,1,100.0%,14,14.0,14.0,0,118.7,14.0,14,0,0,1,0,0.0,1,6,0,0.0%
24,Eric Kendricks,MIN,1,2,1,50.0%,10,10.0,5.0,0,25.0,4.5,-4,14,4,0,0,0.0,0,8,0,0.0%
25,Xavier Woods,MIN,0,2,1,50.0%,13,13.0,6.5,0,70.8,24.0,-3,16,0,0,0,0.0,0,8,0,0.0%
26,Everson Griffen,MIN,0,0,0,,,,,,,,,,0,3,1,2.0,6,4,0,0.0%
27,Danielle Hunter,MIN,0,0,0,,,,,,,,,,2,3,1,1.0,5,4,0,0.0%
28,D.J. Wonnum,MIN,0,0,0,,,,,,,,,,0,2,1,1.0,4,3,0,0.0%
29,Armon Watts,MIN,0,0,0,,,,,,,,,,0,2,0,0.0,2,5,0,0.0%
