,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Tevin Coleman,NYJ,2,92,46.0,0,65,0,0,,0,0
3,Olamide Zaccheaus,ATL,0,0,,0,0,2,19,9.5,0,15
4,Cordarrelle Patterson,ATL,1,29,29.0,0,29,0,0,,0,0
5,Keith Smith,ATL,1,16,16.0,0,16,0,0,,0,0
