,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Jacoby Brissett,MIA,27,39,275,13,31.0,250,6.4,116,4.3,3.0,159,5.9,4,10.3%,6,15.4%,3,15,5,4,12,28.6%,0,
2,Tom Brady,TAM,30,41,411,24,55.8,421,10.3,186,6.2,4.5,225,7.5,0,0.0%,6,15.4%,2,10,1,4,7,15.9%,1,13.0
3,Blaine Gabbert,TAM,3,3,41,2,66.7,28,9.3,28,9.3,9.3,13,4.3,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,
