,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Zach Wilson,NYJ,19,32,192,9,26.5,276,8.6,113,5.9,3.5,79,4.2,1,3.2%,8,25.8%,2,5,5,3,10,28.6%,1,3.0
2,Matt Ryan,ATL,33,45,342,19,42.2,336,7.5,235,7.1,5.2,107,3.2,1,2.2%,6,13.3%,0,15,8,7,15,33.3%,0,
3,Cordarrelle Patterson,ATL,0,1,0,0,0.0,18,18.0,0,,0.0,0,,0,0.0%,0,0.0%,0,0,0,1,1,100.0%,0,
