,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Ammendola,NYJ,,1,2,2,0,0,,0
1,Thomas Morstead,NYJ,,,,,4,205,51.3,59
4,Younghoe Koo,ATL,3,3,2,2,0,0,,0
5,Dustin Colquitt,ATL,,,,,2,56,28.0,32
