,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Graham Gano,NYG,2,2,2,3,0,0,,0
1,Riley Dixon,NYG,,,,,2,90,45.0,50
4,Greg Zuerlein,DAL,5,5,3,3,0,0,,0
5,Bryan Anger,DAL,,,,,1,61,61.0,61
