,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Josh Allen,BUF,15,26,315,12,46.2,292,11.2,203,13.5,7.8,112,7.5,2,8.0%,6,24.0%,0,8,2,1,3,10.7%,2,7.5
2,Patrick Mahomes,KAN,33,54,272,16,28.6,363,6.7,134,4.1,2.5,138,4.2,4,7.8%,10,19.6%,2,2,2,5,9,14.3%,7,8.7
