,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Amari Rodgers,GNB,0,0,,0,0,2,9,4.5,0,8
1,Kylin Hill,GNB,1,16,16.0,0,16,0,0,,0,0
4,Darius Phillips,CIN,0,0,,0,0,1,2,2.0,0,2
5,Brandon Wilson,CIN,4,120,30.0,0,44,0,0,,0,0
