,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Devin Duvernay,BAL,1,21,21.0,0,21,1,9,9.0,0,9
3,Jevon Holland,MIA,0,0,,0,0,1,4,4.0,0,4
4,Jaylen Waddle,MIA,0,0,,0,0,1,6,6.0,0,6
