,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Isaiah McKenzie,BUF,0,0,,0,0,1,26,26.0,0,26
1,Taiwan Jones,BUF,1,14,14.0,0,14,0,0,,0,0
4,Braxton Berrios,NYJ,0,0,,0,0,1,8,8.0,0,8
5,Tevin Coleman,NYJ,4,86,21.5,0,33,0,0,,0,0
