,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Kyle Pitts,ATL,7,4,60,0,3,46,11.5,14,3.5,11.0,0,,0,0.0,2,45.8
1,Olamide Zaccheaus,ATL,7,2,22,0,2,21,10.5,1,0.5,7.0,0,,0,0.0,1,0.6
2,Wayne Gallman,ATL,2,1,21,0,1,1,1.0,20,20.0,0.5,0,,0,0.0,0,87.5
3,Tajae Sharpe,ATL,1,1,0,0,,0,0.0,0,0.0,0.0,0,,0,0.0,0,79.2
4,Cordarrelle Patterson,ATL,2,1,14,0,1,13,13.0,1,1.0,9.0,0,,1,50.0,0,72.9
5,Frank Darby,ATL,3,1,14,0,1,3,3.0,11,11.0,16.7,1,1.0,1,33.3,0,49.3
6,Mike Davis,ATL,1,0,0,0,,0,,0,,2.0,0,,1,100.0,0,39.6
7,Russell Gage,ATL,3,0,0,0,,0,,0,,12.7,0,,0,0.0,0,39.6
8,Christian Blake,ATL,1,0,0,0,,0,,0,,17.0,0,,1,100.0,0,39.6
10,CeeDee Lamb,DAL,7,6,94,2,5,36,6.0,58,9.7,4.4,4,1.5,0,0.0,0,158.3
11,Tony Pollard,DAL,7,6,56,0,2,6,1.0,50,8.3,1.1,1,6.0,1,14.3,0,100.0
12,Amari Cooper,DAL,4,4,51,0,2,32,8.0,19,4.8,8.0,2,2.0,0,0.0,0,118.7
13,Ezekiel Elliott,DAL,3,3,15,0,0,-9,-3.0,24,8.0,-3.0,0,,0,0.0,0,87.5
14,Michael Gallup,DAL,5,3,42,0,2,38,12.7,4,1.3,11.4,0,,1,20.0,0,87.1
15,Sean McKeon,DAL,2,2,15,0,1,13,6.5,2,1.0,6.5,0,,0,0.0,0,97.9
16,Dalton Schultz,DAL,2,1,14,0,1,6,6.0,8,8.0,9.5,0,,0,0.0,0,72.9
17,Corey Clement,DAL,1,1,5,0,0,0,0.0,5,5.0,0.0,0,,0,0.0,0,87.5
18,Malik Turner,DAL,1,1,7,0,,7,7.0,0,0.0,7.0,0,,0,0.0,0,95.8
19,Noah Brown,DAL,1,1,18,0,1,4,4.0,14,14.0,4.0,0,,0,0.0,0,118.7
