,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jake Elliott,PHI,3,3,3,3,0,0,,0
1,Arryn Siposs,PHI,,,,,3,154,51.3,54
4,Brandon McManus,DEN,1,1,2,3,0,0,,0
5,Sam Martin,DEN,,,,,4,212,53.0,60
