,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Gay,LAR,1,1,1,1,0,0,,0
1,Johnny Hekker,LAR,,,,,3,124,41.3,44
4,Robbie Gould,SFO,4,4,1,1,0,0,,0
5,Mitch Wishnowsky,SFO,,,,,3,127,42.3,46
