,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,D'Andre Swift,DET,33,130,5,44,1.3,86,2.6,4,8.3
1,Jermar Jefferson,DET,3,41,2,31,10.3,10,3.3,0,
2,Godwin Igwebuike,DET,2,56,2,17,8.5,39,19.5,1,2.0
3,Jason Cabinda,DET,1,2,1,0,0.0,2,2.0,0,
5,Najee Harris,PIT,26,105,5,37,1.4,68,2.6,0,
6,Mason Rudolph,PIT,4,36,2,8,2.0,28,7.0,0,
7,Benny Snell Jr.,PIT,1,4,,1,1.0,3,3.0,0,
