,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Avery Williams,ATL,0,0,,0,0,3,11,3.7,0,6
3,CeeDee Lamb,DAL,0,0,,0,0,2,19,9.5,0,16
4,Tony Pollard,DAL,1,29,29.0,0,29,0,0,,0,0
