,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Jared Goff,DET,14,25,114,0,0,4,37,30,67.7,0,0,0,0,0,0,0,0,0,0,0
1,D'Andre Swift,DET,0,0,0,0,0,0,0,0,,33,130,0,21,6,3,5,0,5,0,0
2,Godwin Igwebuike,DET,0,0,0,0,0,0,0,0,,2,56,1,42,0,0,0,0,0,0,0
3,Jermar Jefferson,DET,0,0,0,0,0,0,0,0,,3,41,1,28,0,0,0,0,0,0,0
4,Jason Cabinda,DET,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0
5,Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,61,0,30,0,0
6,Kalif Raymond,DET,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,29,0,12,0,0
7,Trinity Benson,DET,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,17,0,5,0,0
8,Brock Wright,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,2,0,2,0,0
9,T.J. Hockenson,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
12,Mason Rudolph,PIT,30,50,242,1,1,0,0,36,70.6,4,36,0,26,0,0,0,0,0,1,0
13,Najee Harris,PIT,0,0,0,0,0,0,0,0,,26,105,0,12,4,4,28,0,10,0,0
14,Benny Snell Jr.,PIT,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0
15,Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,13,7,83,0,36,1,1
16,Ray-Ray McCloud,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,12,9,63,0,17,0,0
17,Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,31,0,10,1,1
18,James Washington,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,15,1,9,0,0
19,Eric Ebron,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,0,9,0,0
20,Derek Watt,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0
21,Kalen Ballage,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
