,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,DeeJay Dallas,SEA,3,79,26.3,0,32,0,0,,0,0
3,Amari Rodgers,GNB,0,0,,0,0,4,29,7.3,0,16
4,Malik Taylor,GNB,1,32,32.0,0,32,0,0,,0,0
