,Player,Position,Tm,OffNum,Off%,DefNum,Def%,STNum,ST%
0,Laken Tomlinson,G,SFO,68,100%,0,0%,5,22%
1,Daniel Brunskill,G,SFO,68,100%,0,0%,5,22%
2,Alex Mack,C,SFO,68,100%,0,0%,0,0%
3,Jimmy Garoppolo,QB,SFO,68,100%,0,0%,0,0%
4,Trent Williams,T,SFO,68,100%,0,0%,0,0%
5,Brandon Aiyuk,WR,SFO,61,90%,0,0%,4,17%
6,George Kittle,TE,SFO,52,76%,0,0%,1,4%
7,Tom Compton,T,SFO,49,72%,0,0%,5,22%
8,Deebo Samuel,WR,SFO,49,72%,0,0%,0,0%
9,Kyle Juszczyk,FB,SFO,40,59%,0,0%,4,17%
10,Elijah Mitchell,RB,SFO,36,53%,0,0%,1,4%
11,Jauan Jennings,WR,SFO,32,47%,0,0%,3,13%
12,Jeff Wilson,RB,SFO,22,32%,0,0%,0,0%
13,Jaylon Moore,T,SFO,19,28%,0,0%,1,4%
14,Charlie Woerner,TE,SFO,18,26%,0,0%,20,87%
15,Trent Sherfield,WR,SFO,18,26%,0,0%,14,61%
16,Ross Dwelley,TE,SFO,9,13%,0,0%,9,39%
17,Travis Benjamin,WR,SFO,3,4%,0,0%,0,0%
18,Talanoa Hufanga,SS,SFO,0,0%,55,100%,6,26%
19,Fred Warner,LB,SFO,0,0%,55,100%,1,4%
20,Jimmie Ward,FS,SFO,0,0%,55,100%,0,0%
21,Emmanuel Moseley,CB,SFO,0,0%,55,100%,0,0%
22,Josh Norman,CB,SFO,0,0%,55,100%,0,0%
23,Azeez Al-Shaair,LB,SFO,0,0%,53,96%,1,4%
24,K'Waun Williams,CB,SFO,0,0%,51,93%,0,0%
25,Arik Armstead,DE,SFO,0,0%,42,76%,8,35%
26,Nick Bosa,DE,SFO,0,0%,42,76%,0,0%
27,Samson Ebukam,DE,SFO,0,0%,27,49%,0,0%
28,Arden Key,DE,SFO,0,0%,24,44%,3,13%
29,D.J. Jones,DT,SFO,0,0%,23,42%,8,35%
30,Jordan Willis,DE,SFO,0,0%,20,36%,5,22%
31,Kentavius Street,DE,SFO,0,0%,15,27%,3,13%
32,Kevin Givens,DT,SFO,0,0%,14,25%,0,0%
33,Charles Omenihu,DE,SFO,0,0%,13,24%,0,0%
34,Dontae Johnson,CB,SFO,0,0%,4,7%,18,78%
35,Tony Jefferson,SS,SFO,0,0%,2,4%,11,48%
36,Demetrius Flannigan-Fowles,LB,SFO,0,0%,0,0%,18,78%
37,Marcell Harris,LB,SFO,0,0%,0,0%,18,78%
38,Trenton Cannon,RB,SFO,0,0%,0,0%,14,61%
39,Mitch Wishnowsky,P,SFO,0,0%,0,0%,14,61%
40,Ambry Thomas,CB,SFO,0,0%,0,0%,12,52%
41,Trey Sermon,RB,SFO,0,0%,0,0%,11,48%
42,Taybor Pepper,LS,SFO,0,0%,0,0%,8,35%
43,Deommodore Lenoir,CB,SFO,0,0%,0,0%,8,35%
44,Jake Brendel,C,SFO,0,0%,0,0%,5,22%
45,Robbie Gould,K,SFO,0,0%,0,0%,5,22%
46,Aaron Banks,G,SFO,0,0%,0,0%,4,17%
0,Austin Corbett,G,LAR,55,100%,0,0%,3,13%
1,David Edwards,G,LAR,55,100%,0,0%,3,13%
2,Rob Havenstein,T,LAR,55,100%,0,0%,3,13%
3,Cooper Kupp,WR,LAR,55,100%,0,0%,1,4%
4,Brian Allen,C,LAR,55,100%,0,0%,0,0%
5,Andrew Whitworth,T,LAR,55,100%,0,0%,0,0%
6,Matthew Stafford,QB,LAR,55,100%,0,0%,0,0%
7,Tyler Higbee,TE,LAR,54,98%,0,0%,3,13%
8,Van Jefferson,WR,LAR,52,95%,0,0%,0,0%
9,Ben Skowronek,WR,LAR,42,76%,0,0%,0,0%
10,Darrell Henderson,RB,LAR,41,75%,0,0%,0,0%
11,Odell Beckham Jr.,WR,LAR,15,27%,0,0%,0,0%
12,Sony Michel,RB,LAR,14,25%,0,0%,6,26%
13,Kendall Blanton,TE,LAR,2,4%,0,0%,9,39%
14,Taylor Rapp,FS,LAR,0,0%,68,100%,1,4%
15,Jordan Fuller,SS,LAR,0,0%,68,100%,0,0%
16,Darious Williams,CB,LAR,0,0%,68,100%,0,0%
17,Greg Gaines,NT,LAR,0,0%,65,96%,5,22%
18,Jalen Ramsey,CB,LAR,0,0%,62,91%,0,0%
19,Ernest Jones,LB,LAR,0,0%,56,82%,0,0%
20,Aaron Donald,DT,LAR,0,0%,53,78%,0,0%
21,Troy Reeder,LB,LAR,0,0%,52,76%,7,31%
22,A'Shawn Robinson,DT,LAR,0,0%,51,75%,5,22%
23,Leonard Floyd,LB,LAR,0,0%,51,75%,0,0%
24,Von Miller,LB,LAR,0,0%,45,66%,0,0%
25,Marquise Copeland,DT,LAR,0,0%,26,38%,5,22%
26,Terrell Lewis,LB,LAR,0,0%,23,34%,0,0%
27,David Long,CB,LAR,0,0%,21,31%,9,39%
28,Robert Rochell,CB,LAR,0,0%,15,22%,4,17%
29,Ogbonnia Okoronkwo,LB,LAR,0,0%,14,21%,0,0%
30,Nick Scott,SS,LAR,0,0%,8,12%,20,87%
31,Michael Hoecht,DT,LAR,0,0%,1,1%,17,74%
32,Bobby Brown,NT,LAR,0,0%,1,1%,5,22%
33,Jamir Jones,LB,LAR,0,0%,0,0%,20,87%
34,Christian Rozeboom,LB,LAR,0,0%,0,0%,20,87%
35,Terrell Burgess,FS,LAR,0,0%,0,0%,17,74%
36,Antoine Brooks Jr.,DB,LAR,0,0%,0,0%,15,65%
37,Jake Gervase,SS,LAR,0,0%,0,0%,15,65%
38,Buddy Howell,RB,LAR,0,0%,0,0%,15,65%
39,J.J. Koski,WR,LAR,0,0%,0,0%,14,61%
40,Matt Gay,K,LAR,0,0%,0,0%,6,26%
41,Matthew Orzech,LS,LAR,0,0%,0,0%,6,26%
42,Johnny Hekker,P,LAR,0,0%,0,0%,6,26%
43,Coleman Shelton,G,LAR,0,0%,0,0%,3,13%
44,Joseph Noteboom,T,LAR,0,0%,0,0%,3,13%
45,Juju Hughes,FS,LAR,0,0%,0,0%,3,13%
46,Bobby Evans,G,LAR,0,0%,0,0%,3,13%
