,Player,Position,Tm,OffNum,Off%,DefNum,Def%,STNum,ST%
0,Quinn Meinerz,G,DEN,58,100%,0,0%,4,14%
1,Calvin Anderson,T,DEN,58,100%,0,0%,4,14%
2,Dalton Risner,G,DEN,58,100%,0,0%,4,14%
3,Teddy Bridgewater,QB,DEN,58,100%,0,0%,0,0%
4,Cameron Fleming,T,DEN,58,100%,0,0%,0,0%
5,Lloyd Cushenberry III,C,DEN,58,100%,0,0%,0,0%
6,Courtland Sutton,WR,DEN,55,95%,0,0%,0,0%
7,Tim Patrick,WR,DEN,53,91%,0,0%,0,0%
8,Jerry Jeudy,WR,DEN,45,78%,0,0%,0,0%
9,Noah Fant,TE,DEN,44,76%,0,0%,0,0%
10,Javonte Williams,RB,DEN,33,57%,0,0%,0,0%
11,Melvin Gordon,RB,DEN,25,43%,0,0%,0,0%
12,Albert Okwuegbunam,TE,DEN,24,41%,0,0%,0,0%
13,Eric Saubert,TE,DEN,6,10%,0,0%,22,79%
14,Kendall Hinton,WR,DEN,2,3%,0,0%,0,0%
15,Andrew Beck,TE,DEN,1,2%,0,0%,18,64%
16,Diontae Spencer,WR,DEN,1,2%,0,0%,10,36%
17,Quinn Bailey,T,DEN,1,2%,0,0%,4,14%
18,Justin Simmons,FS,DEN,0,0%,64,100%,6,21%
19,Ronald Darby,CB,DEN,0,0%,64,100%,0,0%
20,Patrick Surtain II,CB,DEN,0,0%,64,100%,0,0%
21,Kenny Young,LB,DEN,0,0%,62,97%,0,0%
22,Kareem Jackson,SS,DEN,0,0%,58,91%,0,0%
23,Malik Reed,LB,DEN,0,0%,57,89%,6,21%
24,Kyle Fuller,CB,DEN,0,0%,47,73%,0,0%
25,Jonathon Cooper,LB,DEN,0,0%,46,72%,11,39%
26,Shelby Harris,DE,DEN,0,0%,40,63%,6,21%
27,Curtis Robinson,LB,DEN,0,0%,39,61%,18,64%
28,Dre'Mont Jones,DE,DEN,0,0%,39,61%,10,36%
29,DeShawn Williams,DT,DEN,0,0%,26,41%,6,21%
30,Stephen Weatherly,LB,DEN,0,0%,25,39%,7,25%
31,Mike Purcell,NT,DEN,0,0%,23,36%,10,36%
32,Shamar Stephen,DE,DEN,0,0%,18,28%,0,0%
33,Caden Sterns,FS,DEN,0,0%,16,25%,1,4%
34,Baron Browning,LB,DEN,0,0%,16,25%,0,0%
35,Aaron Patrick,LB,DEN,0,0%,0,0%,24,86%
36,Mike Ford,CB,DEN,0,0%,0,0%,24,86%
37,P.J. Locke,FS,DEN,0,0%,0,0%,22,79%
38,Nate Hairston,CB,DEN,0,0%,0,0%,20,72%
39,Jonas Griffith,LB,DEN,0,0%,0,0%,18,64%
40,Damarea Crockett,RB,DEN,0,0%,0,0%,13,47%
41,Tyrie Cleveland,WR,DEN,0,0%,0,0%,11,39%
42,Brandon McManus,K,DEN,0,0%,0,0%,8,29%
43,Sam Martin,P,DEN,0,0%,0,0%,8,29%
44,Jacob Bobenmoyer,LS,DEN,0,0%,0,0%,8,29%
45,Netane Muti,G,DEN,0,0%,0,0%,4,14%
0,Jordan Mailata,T,PHI,64,100%,0,0%,6,21%
1,Jack Driscoll,T,PHI,64,100%,0,0%,6,21%
2,Jalen Hurts,QB,PHI,64,100%,0,0%,0,0%
3,Lane Johnson,T,PHI,64,100%,0,0%,0,0%
4,Jason Kelce,C,PHI,63,98%,0,0%,0,0%
5,Landon Dickerson,G,PHI,57,89%,0,0%,6,21%
6,Quez Watkins,WR,PHI,57,89%,0,0%,0,0%
7,DeVonta Smith,WR,PHI,54,84%,0,0%,0,0%
8,Jalen Reagor,WR,PHI,50,78%,0,0%,8,29%
9,Jack Stoll,TE,PHI,42,66%,0,0%,15,54%
10,Tyree Jackson,TE,PHI,27,42%,0,0%,14,50%
11,Jordan Howard,RB,PHI,24,38%,0,0%,3,11%
12,Boston Scott,RB,PHI,20,31%,0,0%,7,25%
13,Kenneth Gainwell,RB,PHI,20,31%,0,0%,0,0%
14,Dallas Goedert,TE,PHI,13,20%,0,0%,0,0%
15,Nate Herbig,G,PHI,7,11%,0,0%,6,21%
16,Sua Opeta,G,PHI,7,11%,0,0%,0,0%
17,Greg Ward,WR,PHI,6,9%,0,0%,6,21%
18,JJ Arcega-Whiteside,WR,PHI,1,2%,0,0%,13,46%
