,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Brian Johnson,NOR,,2,1,1,0,0,,0
1,Blake Gillikin,NOR,,,,,5,202,40.4,43
4,Randy Bullock,TEN,2,2,3,3,0,0,,0
5,Brett Kern,TEN,,,,,5,205,41.0,46
