,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Russell Wilson,SEA,20,40,161,8,18.6,466,11.7,69,3.5,1.7,92,4.6,3,7.9%,8,21.1%,3,7,1,2,6,12.5%,5,6.4
2,Aaron Rodgers,GNB,23,37,292,10,26.3,232,6.3,77,3.3,2.1,215,9.3,3,8.6%,2,5.7%,1,5,3,2,6,15.4%,1,8.0
