,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Fabian Moreau,ATL,0,8,6,75.0%,104,17.3,13.0,1,156.2,5.3,39,65,0,0,0,0.0,0,6,0,0.0%
1,Avery Williams,ATL,0,4,4,100.0%,44,11.0,11.0,1,152.1,5.0,20,24,0,0,0,0.0,0,2,3,60.0%
2,Foyesade Oluokun,ATL,0,3,3,100.0%,35,11.7,11.7,0,115.3,6.3,19,16,1,0,0,0.0,0,14,1,6.7%
3,AJ Terrell,ATL,0,3,2,66.7%,19,9.5,6.3,0,84.0,8.7,15,4,1,0,0,0.0,0,7,0,0.0%
4,Deion Jones,ATL,0,2,2,100.0%,28,14.0,14.0,0,118.7,0.0,0,28,1,0,0,0.0,0,5,1,16.7%
5,Erik Harris,ATL,0,3,2,66.7%,9,4.5,3.0,0,70.1,3.7,-2,11,1,0,0,0.0,0,7,1,12.5%
6,Duron Harmon,ATL,0,2,2,100.0%,22,11.0,11.0,0,112.5,8.0,16,6,0,0,0,0.0,0,5,0,0.0%
7,Richie Grant,ATL,0,2,2,100.0%,21,10.5,10.5,0,110.4,5.5,11,10,0,0,0,0.0,0,3,0,0.0%
8,James Vaughters,ATL,0,1,1,100.0%,14,14.0,14.0,0,118.7,6.0,6,8,0,0,1,0.0,1,1,0,0.0%
9,Olamide Zaccheaus,ATL,0,1,1,100.0%,,,0.0,,79.2,4.0,,,0,0,0,0.0,0,2,0,0.0%
10,Darren Hall,ATL,0,1,1,100.0%,9,9.0,9.0,0,104.2,6.0,6,3,0,0,0,0.0,0,1,1,50.0%
11,Mykal Walker,ATL,0,3,1,33.3%,5,5.0,1.7,0,42.4,1.0,4,1,0,0,0,0.0,0,2,1,33.3%
12,Daren Bates,ATL,0,1,1,100.0%,3,3.0,3.0,0,79.2,3.0,3,0,1,0,0,0.0,0,3,0,0.0%
13,Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,1,1,0.0,2,5,0,0.0%
14,Adetokunbo Ogundeji,ATL,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
15,Feleipe Franks,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,2,100.0%
16,Dante Fowler,ATL,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
18,Jourdan Lewis,DAL,1,6,3,50.0%,18,6.0,3.0,0,16.7,6.7,13,5,1,0,0,0.0,0,3,0,0.0%
19,Trevon Diggs,DAL,1,4,2,50.0%,30,15.0,7.5,0,35.4,9.0,23,7,0,0,0,0.0,0,2,0,0.0%
20,Leighton Vander Esch,DAL,0,1,1,100.0%,8,8.0,8.0,0,100.0,6.0,6,2,1,1,0,0.0,1,3,0,0.0%
21,Donovan Wilson,DAL,0,2,1,50.0%,17,17.0,8.5,0,79.2,9.5,17,0,1,0,0,0.0,0,3,1,25.0%
22,Azur Kamara,DAL,0,1,1,100.0%,14,14.0,14.0,0,118.7,3.0,3,11,0,0,0,0.0,0,0,1,100.0%
23,Keanu Neal,DAL,0,1,1,100.0%,21,21.0,21.0,0,118.7,1.0,1,20,0,0,0,0.0,0,5,0,0.0%
24,Damontae Kazee,DAL,0,1,1,100.0%,9,9.0,9.0,0,104.2,8.0,8,1,0,0,0,0.0,0,2,0,0.0%
25,Kelvin Joseph,DAL,0,3,1,33.3%,,,0.0,,42.4,17.3,,,0,0,0,0.0,0,0,1,100.0%
26,Anthony Brown,DAL,1,5,1,20.0%,14,14.0,2.8,0,0.0,12.2,13,1,0,0,0,0.0,0,3,0,0.0%
27,Dorance Armstrong Jr.,DAL,0,0,0,,,,,,,,,,0,0,2,1.0,3,3,0,0.0%
28,Micah Parsons,DAL,0,1,0,0.0%,,,0.0,,39.6,0.0,,,3,0,1,1.0,2,6,0,0.0%
29,Chauncey Golston,DAL,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%
30,Tarell Basham,DAL,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%
31,Osa Odighizuwa,DAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
32,Jayron Kearse,DAL,0,1,0,0.0%,,,0.0,,39.6,12.0,,,0,0,0,0.0,0,6,0,0.0%
33,Luke Gifford,DAL,0,1,0,0.0%,,,0.0,,39.6,10.0,,,0,0,0,0.0,0,1,0,0.0%
