,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Dede Westbrook,MIN,0,0,,0,0,3,69,23.0,0,45
1,Kene Nwangwu,MIN,1,23,23.0,0,23,0,0,,0,0
4,Andre Roberts,LAC,1,14,14.0,0,14,3,23,7.7,0,14
