,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,J.J. Koski,LAR,4,76,19.0,0,26,0,0,,0,0
3,Trenton Cannon,SFO,1,19,19.0,0,19,0,0,,0,0
