,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Christian McCaffrey,CAR,10,10,66,0,3,28,2.8,38,3.8,2.8,0,,0,0.0,0,94.2
1,Ameer Abdullah,CAR,4,4,27,0,1,-5,-1.3,32,8.0,-1.3,0,,0,0.0,0,94.8
2,Robby Anderson,CAR,6,4,37,1,3,17,4.3,20,5.0,3.2,0,,0,0.0,0,122.9
3,D.J. Moore,CAR,7,4,24,0,2,20,5.0,4,1.0,5.1,0,,0,0.0,0,64.0
4,Brandon Zylstra,CAR,2,2,18,0,1,8,4.0,10,5.0,4.0,0,,0,0.0,0,104.2
5,Tommy Tremble,CAR,1,1,3,0,,0,0.0,3,3.0,0.0,0,,0,0.0,0,79.2
6,Terrace Marshall Jr.,CAR,2,0,0,0,,0,,0,,19.0,0,,0,0.0,1,0.0
8,Christian Kirk,ARI,8,7,58,0,3,45,6.4,13,1.9,6.5,0,,0,0.0,0,96.9
9,Zach Ertz,ARI,6,4,46,0,2,28,7.0,18,4.5,10.0,1,4.0,0,0.0,0,89.6
10,James Conner,ARI,4,3,25,0,1,1,0.3,24,8.0,1.8,0,,0,0.0,0,90.6
11,Rondale Moore,ARI,4,2,10,0,,2,1.0,8,4.0,9.8,0,,0,0.0,0,56.2
12,A.J. Green,ARI,5,1,4,0,,-2,-2.0,6,6.0,10.8,0,,0,0.0,0,39.6
13,Eno Benjamin,ARI,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6
14,Antoine Wesley,ARI,1,0,0,0,,0,,0,,18.0,0,,0,0.0,1,0.0
