,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matthew Wright,JAX,,1,1,2,0,0,,0
1,Logan Cooke,JAX,,,,,7,332,47.4,59
4,Michael Badgley,IND,2,2,3,3,0,0,,0
5,Rigoberto Sanchez,IND,,,,,7,319,45.6,55
