,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,DeVonta Smith,PHI,6,4,66,2,4,51,12.8,15,3.8,16.3,0,,0,0.0,0,143.1
1,Quez Watkins,PHI,6,4,33,0,2,14,3.5,19,4.8,11.5,0,,1,16.7,1,41.0
2,Dallas Goedert,PHI,2,2,28,0,1,21,10.5,7,3.5,10.5,0,,0,0.0,0,118.7
3,Boston Scott,PHI,2,2,24,0,1,-6,-3.0,30,15.0,-3.0,0,,0,0.0,0,116.7
4,Jack Stoll,PHI,3,2,6,0,,4,2.0,2,1.0,5.3,0,,0,0.0,0,70.1
5,Kenneth Gainwell,PHI,1,1,9,0,1,6,6.0,3,3.0,6.0,0,,0,0.0,0,104.2
6,Jalen Reagor,PHI,2,1,12,0,1,12,12.0,0,0.0,12.0,0,,0,0.0,0,68.7
8,Jerry Jeudy,DEN,9,6,48,0,3,34,5.7,14,2.3,9.9,0,,0,0.0,0,79.9
9,Noah Fant,DEN,6,5,59,0,3,31,6.2,28,5.6,5.5,0,,0,0.0,0,107.6
10,Albert Okwuegbunam,DEN,3,3,77,0,1,16,5.3,61,20.3,5.3,0,,0,0.0,0,118.7
11,Tim Patrick,DEN,6,3,14,0,1,7,2.3,7,2.3,4.8,0,,0,0.0,0,56.2
12,Courtland Sutton,DEN,3,2,29,0,1,23,11.5,6,3.0,11.0,0,,0,0.0,0,97.9
13,Javonte Williams,DEN,3,2,1,0,0,-4,-2.0,5,2.5,-0.7,0,,0,0.0,0,70.1
14,Melvin Gordon,DEN,4,1,-2,0,0,-3,-3.0,1,1.0,-0.8,0,,2,50.0,0,39.6
