,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Devonta Freeman,BAL,10,35,3,17,1.7,18,1.8,1,10.0
1,Lamar Jackson,BAL,9,39,3,23,2.6,16,1.8,0,
2,Le'Veon Bell,BAL,3,1,,0,0.0,1,0.3,1,3.0
3,Devin Duvernay,BAL,1,19,1,19,19.0,0,0.0,0,
5,Myles Gaskin,MIA,14,31,1,20,1.4,11,0.8,0,
6,Tua Tagovailoa,MIA,3,0,1,0,0.0,0,0.0,0,
7,Salvon Ahmed,MIA,2,6,1,4,2.0,2,1.0,0,
8,Albert Wilson,MIA,2,19,1,0,0.0,19,9.5,1,2.0
9,Jacoby Brissett,MIA,1,4,0,0,0.0,4,4.0,0,
