,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Stefon Diggs,BUF,13,8,162,1,6,123,15.4,39,4.9,16.0,0,,0,0.0,1,98.9
1,Matt Breida,BUF,3,3,22,1,1,8,2.7,14,4.7,2.7,0,,0,0.0,0,136.8
2,Gabriel Davis,BUF,3,3,105,0,3,99,33.0,6,2.0,33.0,0,,0,0.0,0,118.7
3,Cole Beasley,BUF,2,2,15,0,1,2,1.0,13,6.5,1.0,0,,0,0.0,0,97.9
4,Emmanuel Sanders,BUF,2,2,27,0,2,22,11.0,5,2.5,11.0,0,,0,0.0,0,118.7
5,Devin Singletary,BUF,1,1,6,0,0,-3,-3.0,9,9.0,-3.0,0,,0,0.0,0,91.7
6,Isaiah McKenzie,BUF,3,1,12,0,1,5,5.0,7,7.0,8.0,0,,1,33.3,0,46.5
7,Dawson Knox,BUF,1,1,17,0,1,2,2.0,15,15.0,2.0,0,,0,0.0,0,118.7
9,Corey Davis,NYJ,7,5,93,0,4,69,13.8,24,4.8,12.0,1,5.0,0,0.0,1,74.1
10,Ty Johnson,NYJ,8,5,36,0,2,-4,-0.8,40,8.0,-0.4,0,,1,12.5,0,72.9
11,Michael Carter,NYJ,6,4,43,0,1,-1,-0.3,44,11.0,2.5,2,2.0,0,0.0,0,87.5
12,Jamison Crowder,NYJ,5,3,20,0,1,17,5.7,3,1.0,9.0,0,,1,20.0,0,68.7
13,Elijah Moore,NYJ,6,3,44,1,2,27,9.0,17,5.7,13.2,0,,0,0.0,1,74.3
14,Braxton Berrios,NYJ,3,3,19,0,1,16,5.3,3,1.0,5.3,0,,0,0.0,0,93.1
15,Tevin Coleman,NYJ,3,2,4,0,1,-7,-3.5,11,5.5,-4.0,0,,0,0.0,0,70.1
16,Ryan Griffin,NYJ,2,1,21,0,1,12,12.0,9,9.0,8.0,0,,0,0.0,0,87.5
17,Keelan Cole,NYJ,6,1,18,0,1,11,11.0,7,7.0,13.7,0,,0,0.0,2,0.0
