,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Michael Dickson,SEA,,,,,6,274,45.7,61
3,Mason Crosby,GNB,2,2,1,2,0,0,,0
4,Corey Bojorquez,GNB,,,,,3,140,46.7,50
