,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Alex Erickson,CAR,0,0,,0,0,2,22,11.0,0,12
1,Ameer Abdullah,CAR,1,26,26.0,0,26,0,0,,0,0
4,Greg Dortch,ARI,0,0,,0,0,3,24,8.0,0,17
5,Eno Benjamin,ARI,2,55,27.5,0,28,0,0,,0,0
