,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Lamar Jackson,BAL,26,43,238,12,25.5,307,7.1,129,5.0,3.0,109,4.2,2,4.9%,7,17.1%,4,26,4,2,10,20.4%,2,7.0
2,Jacoby Brissett,MIA,11,23,156,7,28.0,195,8.5,84,7.6,3.7,72,6.5,1,4.5%,6,27.3%,2,7,0,6,8,30.8%,1,4.0
3,Tua Tagovailoa,MIA,8,13,158,5,35.7,113,8.7,64,8.0,4.9,94,11.8,0,0.0%,4,30.8%,1,7,1,3,5,35.7%,0,
