,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Jalen Hurts,PHI,13,55,3,42,3.2,13,1.0,1,13.0
1,Jordan Howard,PHI,12,83,5,41,3.4,42,3.5,2,6.0
2,Boston Scott,PHI,11,81,4,47,4.3,34,3.1,2,5.5
3,Kenneth Gainwell,PHI,2,5,0,3,1.5,2,1.0,1,2.0
4,Jalen Reagor,PHI,1,-8,0,-8,-8.0,0,0.0,0,
6,Melvin Gordon,DEN,9,45,3,19,2.1,26,2.9,0,
7,Javonte Williams,DEN,8,48,2,7,0.9,41,5.1,1,8.0
8,Jerry Jeudy,DEN,1,3,0,0,0.0,3,3.0,0,
