,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Matt Ryan,ATL,9,21,117,7,30.4,167,8.0,81,9.0,3.9,36,4.0,2,9.5%,4,19.0%,2,7,2,4,8,34.8%,0,
1,Josh Rosen,ATL,1,6,14,1,16.7,85,14.2,3,3.0,0.5,11,11.0,2,33.3%,2,33.3%,0,0,0,0,0,0.0%,0,
3,Dak Prescott,DAL,24,31,296,14,45.2,179,5.8,128,5.3,4.1,168,7.0,2,6.7%,3,10.0%,0,7,2,2,4,12.5%,1,4.0
4,Cooper Rush,DAL,3,3,17,,,9,3.0,9,3.0,3.0,8,2.7,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,
5,Ezekiel Elliott,DAL,1,1,4,0,0.0,-4,-4.0,-4,-4.0,-4.0,8,8.0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,
