,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Zane Gonzalez,CAR,2,2,4,4,0,0,,0
1,Lac Edwards,CAR,,,,,3,153,51.0,55
4,Matt Prater,ARI,1,1,1,1,0,0,,0
5,Andy Lee,ARI,,,,,4,194,48.5,51
