,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Chase McLaughlin,CLE,1,1,,,0,0,,0
1,Jamie Gillan,CLE,,,,,4,189,47.3,59
4,Nick Folk,NWE,6,6,1,1,0,0,,0
5,Jake Bailey,NWE,,,,,1,66,66.0,66
